logP,apKa1,apKa2,bpKa1,bpKa2,SMILES
1.26,NA,NA,10.21,NA,CCN(CC)CC
1.53,NA,NA,9.41,NA,CNCC1=CC=CC=C1
0.85,NA,NA,10.9,NA,C1CN2CCC1CC2
1.91,NA,NA,8.9,NA,CN(C)CC1=CC=CC=C1
1.39,NA,NA,9.79,NA,NCCC1=CC=CC=C1
1.67,10.02,NA,-5.48,NA,OC1=CC=CC=C1
2.18,10.36,NA,-5.44,NA,CC1=CC=C(O)C=C1
1.81,9.24,NA,-6.22,NA,OC1=CC=C(F)C=C1
2.7,10.71,NA,-5.42,NA,CC1=CC=C(O)C(C)=C1
1.96,8.17,NA,-6.2,NA,OC1=CC=C(F)C=C1F
2.79,9.33,NA,-6.25,NA,CC1=CC(Cl)=CC=C1O
2.88,7.44,NA,-7.03,NA,OC1=CC=C(Cl)C=C1Cl
1.61,7.07,NA,-7.13,NA,OC1=CC=C(C=C1)[N+]([O-])=O
3.48,6.83,NA,-7.36,NA,OC1=CC(Cl)=C(Cl)C=C1Cl
2.06,4.95,NA,-7.89,NA,CC1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O
-3.41,2.31,NA,9.24,NA,NCC(O)=O
-2.57,1.94,NA,11.33,NA,OC(=O)[C@@H]1CCCN1
-3.89,2.03,15.17,8.93,-2.85,N[C@@H](CO)C(O)=O
-0.76,3.89,15.63,-1.96,NA,CC(=O)NC(C)C(=O)O
0.9,4.02,14.29,-1.98,NA,O=C(O)C(NC(C)=O)CC1=CC=CC=C1
-1.33,3.77,15.58,-2.05,NA,CC(=O)NCC(=O)O
-2.47,3.53,13.01,6.55,-2.01,O=C(O)C(NC(C)=O)CC1=CNC=N1
0.57,4.2,14.56,-1.63,NA,O=C(C)NC(C(C)CC)C(=O)O
0.49,4.2,15.93,-1.8,NA,O=C(C)NC(CC(C)C)C(=O)O
-0.11,4.02,15.75,-1.8,NA,O=C(C)NC(CCSC)C(=O)O
-2.21,3.64,13.66,-1.89,-2.74,O=C(C)NC(CC(N)=O)C(=O)O
-0.49,3.89,NA,-1.78,NA,OC(=O)C1CCCN1C(=O)C
-3.32,3.59,15.73,12.24,-0.75,O=C(C)NC(CCCNC(=N)N)C(=O)O
-1.81,3.61,13,-2.04,-2.86,CC(=O)NC(CO)C(O)=O
-1.39,3.74,13.04,-1.87,-2.95,OC(=O)C(NC(=O)C)C(C)O
0.13,4.11,14.49,-1.63,NA,CC(C)C(NC(=O)C)C(=O)O
1,4.12,14.37,-1.98,NA,O=C(O)C(NC(C)=O)CC1=CNC2=CC=CC=C21
-0.06,4.02,15.7,-1.87,NA,CC(NC(=O)CC)C(=O)O
1.6,4.09,14.22,-1.88,NA,O=C(O)C(NC(=O)CC)CC1=CC=CC=C1
-0.63,3.93,15.69,-1.99,NA,CCC(=O)NCC(=O)O
-1.77,3.63,13,6.55,-1.91,O=C(O)C(NC(=O)CC)CC1=CNC=N1
1.27,4.27,14.49,-1.48,NA,O=C(NC(C(C)CC)C(=O)O)CC
1.19,4.27,14.64,-1.67,NA,O=C(NC(CC(C)C)C(=O)O)CC
0.59,4.1,14.44,-1.67,NA,O=C(NC(CCSC)C(=O)O)CC
-1.51,3.75,13.66,-1.81,-2.71,O=C(NC(CC(N)=O)C(=O)O)CC
0.21,4,NA,-1.5,NA,OC(=O)C1CCCN1C(=O)CC
-2.61,3.66,14.46,12.18,-0.73,O=C(NC(CCCNC(=N)N)C(=O)O)CC
-1.11,3.75,13.06,-1.92,-2.86,OC(=O)C(NC(=O)CC)CO
-0.69,3.86,13.08,-1.73,-2.95,OC(=O)C(NC(=O)CC)C(C)O
0.83,4.2,14.43,-1.48,NA,CC(C)C(NC(=O)CC)C(=O)O
1.7,4.17,14.29,-1.88,NA,O=C(O)C(NC(=O)CC)CC1=CNC2=CC=CC=C21
0.39,4.12,15.8,-1.74,NA,CC(NC(=O)CCC)C(=O)O
2.04,4.15,14.27,-1.75,NA,O=C(O)C(NC(=O)CCC)CC1=CC=CC=C1
-0.18,4.06,15.81,-1.87,NA,O=C(CCC)NCC(=O)O
-1.32,3.72,13.02,6.55,-1.78,O=C(O)C(NC(=O)CCC)CC1=CNC=N1
1.72,4.33,14.53,-1.33,NA,O=C(NC(C(C)CC)C(=O)O)CCC
1.64,4.33,14.69,-1.54,NA,O=C(NC(CC(C)C)C(=O)O)CCC
1.04,4.17,14.49,-1.54,NA,O=C(NC(CCSC)C(=O)O)CCC
-1.06,3.85,13.75,-1.7,-2.69,O=C(NC(CC(N)=O)C(=O)O)CCC
0.66,4.09,NA,-1.31,NA,OC(=O)C1CCCN1C(=O)CCC
-2.17,3.73,14.5,12.14,-0.7,O=C(NC(CCCNC(=N)N)C(=O)O)CCC
-0.66,3.86,13.16,-1.79,-2.86,OC(=O)C(NC(=O)CCC)CO
-0.25,3.95,13.17,-1.58,-2.95,OC(=O)C(NC(=O)CCC)C(C)O
1.27,4.27,14.49,-1.33,NA,CC(C)C(NC(=O)CCC)C(=O)O
2.14,4.22,14.32,-1.75,NA,O=C(O)C(NC(=O)CCC)CC1=CNC2=CC=CC=C21
1.27,4.28,15.95,-1.54,NA,CC(NC(=O)CCCCC)C(=O)O
2.93,4.26,14.37,-1.55,NA,O=C(O)C(NC(=O)CCCCC)CC1=CC=CC=C1
0.71,4.25,15.99,-1.68,NA,O=C(CCCCC)NCC(=O)O
-0.42,3.87,13.04,6.55,-1.57,O=C(O)C(NC(=O)CCCCC)CC1=CNC=N1
2.61,4.43,14.63,-1.13,NA,O=C(NC(C(C)CC)C(=O)O)CCCCC
2.53,4.43,14.78,-1.33,NA,O=C(NC(CC(C)C)C(=O)O)CCCCC
1.93,4.29,14.6,-1.33,NA,O=C(NC(CCSC)C(=O)O)CCCCC
-0.17,4.01,13.9,-1.51,-2.67,O=C(NC(CC(N)=O)C(=O)O)CCCCC
1.55,4.22,NA,-1.07,NA,OC(=O)C1CCCN1C(=O)CCCCC
-1.28,3.83,14.6,12.14,-0.66,O=C(NC(CCCNC(=N)N)C(=O)O)CCCCC
0.23,4.04,13.33,-1.58,-2.86,OC(=O)C(NC(=O)CCCCC)CO
0.64,4.1,13.31,-1.38,-2.95,OC(=O)C(NC(=O)CCCCC)C(C)O
2.16,4.38,14.6,-1.13,NA,CC(C)C(NC(=O)CCCCC)C(=O)O
3.03,4.3,14.4,-1.55,NA,O=C(O)C(NC(=O)CCCCC)CC1=CNC2=CC=CC=C21
-1.12,3.57,13.11,-3.46,-3.87,O=C(O)C(C)NC(=O)COCCOCCOCCOCCOC
0.53,3.76,13.02,-3.46,-3.87,O=C(O)C(NC(=O)COCCOCCOCCOCCOC)CC1=CC=CC=C1
-1.69,3.49,13.5,-3.46,-3.87,O=C(O)CNC(=O)COCCOCCOCCOCCOC
-2.84,3.39,12.54,6.55,-3.66,O=C(O)C(NC(=O)COCCOCCOCCOCCOC)CC1=CNC=N1
0.21,3.83,13.13,-3.46,-3.87,O=C(O)C(NC(=O)COCCOCCOCCOCCOC)C(C)CC
0.13,3.83,13.21,-3.46,-3.87,O=C(O)C(CC(C)C)NC(=O)COCCOCCOCCOCCOC
-0.47,3.72,13.1,-3.46,-3.87,O=C(NC(CCSC)C(=O)O)COCCOCCOCCOCCOC
-2.57,3.45,12.65,-2.57,-3.69,O=C(O)C(CC(N)=O)NC(=O)COCCOCCOCCOCCOC
-0.85,3.61,19.8,-3.46,-3.87,OC(=O)C1CCCN1C(=O)COCCOCCOCCOCCOC
-3.68,3.34,13.19,12.09,-0.77,O=C(O)C(CCCNC(=N)N)NC(=O)COCCOCCOCCOCCOC
-2.17,3.4,12.27,-2.86,-3.54,O=C(O)C(CO)NC(=O)COCCOCCOCCOCCOC
-1.75,3.5,12.3,-2.95,-3.54,O=C(O)C(NC(=O)COCCOCCOCCOCCOC)C(C)O
-0.23,3.75,13.08,-3.46,-3.87,O=C(O)C(NC(=O)COCCOCCOCCOCCOC)C(C)C
0.63,3.86,13.11,-3.54,-3.99,O=C(O)C(NC(=O)COCCOCCOCCOCCOC)CC1=CNC2=CC=CC=C21
-1.15,3.41,8.16,-4.23,-5.61,OC1=CC(=CC(O)(C1)C(O)=O)O
1.02,4.16,9.4,-6.34,-6.39,OC(=O)C1=CC=C(O)C(O)=C1
1.53,7.81,NA,-7.14,NA,OC1=CC=C(C=C1)C#N
1.63,4.08,NA,NA,NA,OC(=O)C1=CC=CC=C1
2.62,3.63,NA,NA,NA,OC(=O)C1=CC=CC2=CC=CC=C12
3.94,3.61,NA,NA,NA,OC(=O)C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34
2.5,2.81,NA,-4.94,NA,OC(=O)COC1=CC=C(Cl)C=C1Cl
1.4,-0.61,NA,NA,NA,CCCCCCS(O)(=O)=O
-0.04,3.35,4.22,NA,NA,OC(=O)/C=C/C(O)=O
3.84,4.85,NA,NA,NA,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
1.81,5.09,NA,NA,NA,CCCCCC(O)=O
3.71,-0.78,NA,NA,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2.7,5.19,NA,NA,NA,CCCCCCCC(O)=O
3.59,4.95,NA,NA,NA,CCCCCCCCCC(O)=O
4.48,4.95,NA,NA,NA,CCCCCCCCCCCC(O)=O
2.55,9.1,NA,-5.99,NA,OC1=CC=CC(=C1)C(F)(F)F
1.37,9.68,11.55,-5.89,-5.89,OC1=CC=C(O)C=C1
4.98,7.68,NA,-3.76,-6.67,OC1=CC(Cl)=CC=C1OC2=CC=C(Cl)C=C2Cl
0.91,9.46,16.65,-4.36,-5.94,CC(=O)NC1=CC=C(O)C=C1
1.14,10.29,NA,5.17,-6.03,CNC1=CC=CC=C1O
0.84,10.4,NA,5.43,-6.3,NC1=CC=C(O)C=C1
-1.03,5.55,8.77,NA,NA,O=C1NC(=O)NC(=O)N1
2.46,6.38,7.86,-3.92,-5.45,OC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O)C=C(O)C=C3O2
1.14,NA,NA,4.64,NA,NC1=CC=CC=C1
3.09,14.97,NA,NA,NA,N1C2=CC=CC=C2C3=CC=CC=C13
3.75,10.33,19.38,-0.88,-5.45,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O
7.11,18.2,NA,-1.4,NA,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
2.48,4.48,18.3,-0.16,-0.73,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
3.66,19.38,NA,-0.88,-7.14,CC(=O)OC1=CC=C2C3CC[C@]4(C)[C@@H](O)CCC4C3CCC2=C1
2.67,10.33,13.62,-3.16,-3.34,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1C[C@@H](O)[C@@H]2O
4.04,17.59,NA,-1.66,-4.82,COC1=CC=C2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCC2=C1
-6.3,11.7,12.15,-3.65,-3.65,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
0.32,NA,NA,4.74,0.56,NC1=CC=CC=C1N
1.45,4.89,19.44,1.95,NA,NC1=CC=CC=C1C(O)=O
0.52,NA,NA,6.84,NA,NC1=CC=CC=N1
1,NA,NA,2.39,NA,NC1=CC=CC=C1C#N
1.29,19.81,NA,2.98,NA,NC1=CC=CC=C1F
0.84,10.35,NA,4.52,-6.02,NC1=CC=CC=C1O
1.66,NA,NA,4.48,NA,CC1=CC=CC=C1N
1.73,15.92,NA,0.95,NA,NC1=CC=CC=C1[N+]([O-])=O
0.32,NA,NA,5.48,2.73,NC1=CC=CC(N)=C1
0.63,4.81,NA,3.27,NA,NC1=CC=CC(=C1)C(O)=O
-0.07,NA,NA,5.75,-4.1,NC1=CC=CN=C1
1,NA,NA,2.75,NA,NC1=CC=CC(=C1)C#N
1.29,NA,NA,3.22,NA,NC1=CC=CC(F)=C1
0.84,9.82,NA,4.02,-5.97,NC1=CC=CC(O)=C1
0.99,NA,NA,4.01,-6.32,COC1=CC=CC(N)=C1
1.66,NA,NA,4.86,NA,CC1=CC=CC(N)=C1
1.08,NA,NA,1.72,NA,NC1=CC=CC(=C1)[N+]([O-])=O
0.32,NA,NA,6.46,3.04,NC1=CC=C(N)C=C1
0.8,4.77,NA,2.69,NA,NC1=CC=C(C=C1)C(O)=O
-0.07,NA,NA,8.95,-4.94,NC1=CC=NC=C1
1.75,NA,NA,3.49,NA,NC1=CC=C(Cl)C=C1
1,NA,NA,1.63,NA,NC1=CC=C(C=C1)C#N
1.29,NA,NA,3.8,NA,NC1=CC=C(F)C=C1
1.66,NA,NA,4.99,NA,CC1=CC=C(N)C=C1
1.08,NA,NA,2.13,NA,NC1=CC=C(C=C1)[N+]([O-])=O
0.76,NA,NA,5.12,NA,C1=CC=NC=C1
0.1,-3.39,NA,2.92,NA,NC1=CC=C(C=C1)S(O)(=O)=O
-2.54,NA,NA,NA,NA,CC[N+](CC)(CC)CC
2.08,NA,NA,5.02,NA,CN(C)C1=CC=CC=C1
1.92,NA,NA,5.55,-6.94,CN(C)C1=CC=C(C=C1)OC
2.13,NA,NA,4.5,NA,C1=CC=C2C(=C1)C=CC=N2
-1.07,12.69,NA,14.62,0.66,C1=CC(=N)NC(=C1)N
0.8,4.77,NA,2.69,NA,C1=CC(=CC=C1C(=O)O)N
2.13,NA,NA,4.13,NA,C1=CC=C2C(=C1)C=CC=C2N
-2.71,14.16,14.74,8.95,-2.96,C(C(CO)(CO)N)O
0.84,10.35,NA,4.52,-6.02,C1=CC=C(C(=C1)N)O
0.99,NA,NA,5.11,-6.72,COC1=CC=C(C=C1)N
1.43,19.96,NA,4.7,0.42,CC1=CC=C2C=CC=C(C2=N1)N
2.5,NA,NA,5.49,-2.83,C1=CC=C(C(=C1)Cl)N=P(N=P(N2CCCC2)(N3CCCC3)N4CCCC4)(N5CCCC5)N6CCCC6
3.02,NA,NA,0.98,-3.14,C1CCN(C1)P(=NC2=CC=C(C=C2)C(F)(F)F)(N3CCCC3)N4CCCC4
-0.45,NA,NA,NA,NA,CCC[N+](CCC)(CCC)CCC
2.83,NA,NA,10.82,NA,CCCN(CCC)CCC
0.21,NA,NA,11.4,NA,C1CCNC1
0.52,NA,NA,10.58,NA,CCNCC
1.92,NA,NA,3.89,-6.97,CN(C)C1=CC=CC(=C1)OC
0.52,NA,NA,6.84,NA,C1=CC=NC(=C1)N
2.19,NA,NA,6.89,3.41,CN(C)C1=CC=C(C=C1)N(C)C
3.53,16.29,NA,7.39,-3.92,COC1=CC=C2C=3CCN4C[C@H]5C[C@H]([C@@H]([C@H]([C@H]5C[C@@H]4C3NC2=C1)C(=O)OC)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
-5.83,-0.46,2.07,13.07,9.53,C(CC(=N)O)[C@@H](C(=O)O)N
-2.84,2.47,NA,9.48,NA,CC(C(=O)O)N
4.26,3.16,3.68,9.53,1.4,C1=CC=C(C=C1)CC(C(=NC(CC2=CC=CC=C2)C(=NC(CC3=CC=CC=C3)C(=NC(CC4=CC=CC=C4)C(=O)O)O)O)O)N
2.29,NA,NA,4.8,0.42,C1=CC2=CC=C3C=CC=NC3=C2N=C1
8.36,NA,NA,5.53,3.58,CN(C)C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N=P(C3=CC=CC=C3)(C4=CC=CC=C4)N5CCCC5
6.56,NA,NA,2.72,-0.73,C1=CC=C(C=C1)P(=NC2=CC=C(C=C2)/N=N/C3=CC=C(C=C3)N(=O)=O)(N4CCCC4)N5CCCC5
1.21,9.56,13.13,-4.9,-5.41,COC1=CC=CC(=C1O)O
0.6,NA,NA,6.52,-7.77,COC1=CC=NC=C1
1.29,2.94,5.49,NA,NA,C1=CC=C(C(=C1)C(=O)O)C(=O)O
0.84,10.4,NA,5.43,-6.3,C1=CC(=CC=C1N)O
1.3,12.15,NA,1.67,NA,C1=CC=C2C(=C1)C=NN2
1.39,3.48,NA,-4.02,-8.83,CC(=NC1=NC=C(N(=O)=O)S1)O
-2.85,-0.2,6.97,9.94,NA,C(N)P(=O)(O)O
-0.62,-0.16,NA,1.85,0.72,CC(C)(/C=N/OC(=NC)O)S(=O)(=O)C
4.28,1.12,3.26,-1.36,-2.04,COC(=NC(=NC1=CC=CC=C1N=C(N=C(O)OC)S)S)O
6.59,NA,NA,-7.1,NA,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(/C=C(/C(F)(F)F)\Cl)C3(C)C
3.36,NA,NA,-7.26,NA,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC
1.53,NA,NA,-4.84,-7.13,COC1=CC=C(C=C1)C=O
1.38,7.32,NA,-7.1,-7.42,C1=CC(=CC=C1C=O)O
2.14,4.32,NA,NA,NA,C1=CC=C(C=C1)/C=C/C(=O)O
0.89,15.15,NA,6.95,-2.74,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
4.51,NA,NA,NA,NA,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)C#N
0.44,NA,NA,2.78,-2.17,CC1=NN=C(C2=CC=CC=C2)C(=O)N1N
2.57,13.79,NA,-3.11,NA,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C
3.59,16.6,NA,-4.21,-6.46,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl
-0.39,9.99,14.22,9.06,-3.2,COC1=CC(=CC=C1O)C(CN)O
3.86,18.88,NA,2.05,-4.58,C1=CC(C(CN2C=NC=N2)COC(C(F)F)(F)F)=C(C=C1Cl)Cl
6.48,13.2,14.52,9.02,-3.02,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
4.77,13.96,NA,9.41,-2.8,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
4.81,NA,NA,9.76,NA,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13
1.78,NA,NA,7.62,2.06,C1CCC2(C1)CC(=O)N(CCCCN3CCN(CC3)C4=NC=CC=N4)C(=O)C2
2.58,14.09,NA,9.67,-3.2,CC(C)NCC(COC1=CC=CC2=CC=CC=C12)O
3.46,5.25,NA,7.47,0.86,C(CCOC1=CC=C2CCC(=NC2=C1)O)CN3CCN(CC3)C4=CC=CC(=C4Cl)Cl
7.64,NA,NA,9.08,-3.01,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
3.66,13.96,16.62,8.05,-3.25,C(CC(=O)C1=CC=C(C=C1)F)CN2CCC(CC2)(C3=CC=C(C=C3)Cl)O
4.19,NA,NA,6.42,3.96,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(CN4C=CN=C4)(C5=CC=C(C=C5Cl)Cl)O3
3.13,NA,NA,7.09,-0.28,C=1C=CN2C(C1)=NN(CCCN3CCN(CC3)C4=CC=CC(=C4)Cl)C2=O
4.17,NA,NA,9.8,-5.27,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
2.51,13.89,NA,9.05,4.02,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=C(C=C34)OC)O
-1.43,-1.1,14.1,12.54,9.67,CC(C)NCC(COC1=CC=C(C=C1)CC(=N)O)O
-2.18,3.24,12.5,8.41,0.75,CCCC1CC(C(=NC(C(C)O)C2C(C(C(C(O2)SC)O)O)O)O)N(C)C1
4.15,18.47,19.46,-4.82,-7.36,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
3.37,18.52,19.38,-0.88,-4.82,CC12CCC(=O)C=C1CCC3C4CCC(C4(C)CCC23)O
-0.97,5.58,NA,8.77,-0.05,CCN1C=C(C(=O)C2=CC(=C(C=C12)N3CCNCC3)F)C(=O)O
-0.55,NA,NA,-1.16,-9.41,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
9.85,NA,NA,3.59,1.72,CN(C)C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N=P(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
-1.5,-2.53,NA,12.56,-8.19,CC(C(=NC)O)SCCSP(=O)(OC)OC
2.92,NA,NA,-6.57,-7.04,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
-0.52,NA,NA,-6.53,-7.01,CC(=O)OCC(COC(=O)C)OC(=O)C
1.98,NA,NA,-6.65,-7.3,COC(=O)C1=CC=CC=C1C(=O)OC
1.29,NA,NA,3.01,0.04,CN1COCN(CC2=CN=C(Cl)S2)C1=NN(=O)=O
0.34,NA,NA,-6.72,-7.33,COC(=O)CCCC(=O)OC
0.75,3.16,5.99,NA,NA,C/C(=C(\C)/C(=O)O)/C(=O)O
-0.11,NA,NA,-6.73,-7.35,COC(=O)CCC(=O)OC
3.63,NA,NA,-7.02,NA,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2
-0.33,NA,NA,-6.7,-7.3,CC(=O)OCCOC(=O)C
-0.04,12.9,NA,-6.84,-7.6,COC(=O)CC(=O)OC
3.43,NA,NA,-7.46,NA,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
2.58,2.1,NA,NA,NA,C1=CC=C(C(=C1)C(=O)O)S(=O)(=O)C(F)(F)F
1.44,8.65,NA,6.87,NA,C1=CC=C(C=C1)C(=N)O
1.47,4.37,NA,-4.85,NA,COC1=CC=C(C=C1)C(=O)O
1.53,8.09,NA,-6.26,NA,C1=CC=C(C(=C1)C#N)O
-3.97,NA,NA,NA,NA,C[N+](C)(C)C
1.67,14.12,NA,-3.28,NA,C1=CC(=C(C=C1N(=O)=O)N(=O)=O)N
1.08,NA,NA,2.11,NA,C1=CC(=CC(=C1)N(=O)=O)N
1.14,NA,NA,4.64,NA,C1=CC=C(C=C1)N
1.02,NA,NA,6.54,NA,CC1=CC=CC(C)=N1
0.63,4.81,NA,3.27,NA,C1=CC(=CC(=C1)N)C(=O)O
1.73,15.8,NA,-0.21,NA,C1=CC=C(C(=C1)N)N(=O)=O
3.51,NA,NA,6.15,NA,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
0.66,NA,NA,10.4,NA,C1CCNCC1
5.3,NA,NA,-6.78,-7.44,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3
4.88,NA,NA,NA,NA,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC
3.35,NA,NA,0.11,-4.65,C1CCN(C1)P(=NC2=CC(=CC=C2Cl)Cl)(N3CCCC3)N4CCCC4
0.93,NA,NA,1.72,-3.73,CN(C)P(=NC1=CC=CC=C1)(N(C)C)N(C)C
1.32,NA,NA,NA,NA,CCCC[N+](CCCC)(CCCC)CCCC
1.88,NA,NA,11.27,-1.88,C/N=C(\N(C)C)/N(C)C1=CC=CC=C1
4.16,NA,NA,10.82,NA,CCCCN(CCCC)CCCC
-1.26,NA,NA,NA,NA,CCCCCCN1C=C[N+](C)=C1
2.63,18.46,NA,9.8,-5.28,C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=N)N
3.41,NA,NA,0.78,NA,C1=CC=C(C=C1)NC2=CC=CC=C2
0.81,NA,NA,11.3,-5.68,C1CCC2=NCCCN2CC1
1.53,NA,NA,7.31,NA,CC1=CC(C)=NC(C)=C1
-0.2,NA,NA,12.97,-0.92,CN=C(NC)N(C)C
2.32,0.96,NA,3.48,-9.67,CC1=CC(=CC(C)=C1SC)OC(=NC)O
-3.11,NA,NA,NA,NA,CCN1C=C[N+](C)=C1
5.29,NA,NA,-4.96,NA,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3
1.23,NA,NA,1.85,NA,C1=CC(=C(C=C1N)N(=O)=O)F
1.1,NA,NA,9.3,NA,C1=CC=C(C=C1)CN
-0.25,10.99,NA,2.27,NA,C1=CC(=CC=C1N)S(=O)(=O)N
0.66,0.72,NA,2.14,-0.43,C/C(=N\OC(=NC)O)/SC
1.05,0.57,NA,2.56,1.57,CC(C)(/C=N/OC(=NC)O)SC
0.89,NA,NA,5.81,NA,CC1=CC=CC=N1
2.34,15.39,NA,-0.93,NA,C1=CC(=C(C=C1Cl)N(=O)=O)N
-1.24,NA,NA,12.55,-3.17,C(=N)(N)N
0.19,NA,NA,9.57,NA,CN(C)C
1.63,4.08,NA,NA,NA,C1=CC=C(C=C1)C(=O)O
1.63,NA,NA,2.64,NA,COC1=CC=CC(=N1)OC
-0.27,NA,NA,10.23,NA,CCN
1.36,NA,NA,3.31,NA,C1=CC(=CN=C1)Cl
1.19,NA,NA,2.96,NA,COC1=CC=CC=N1
1.58,NA,NA,1.13,NA,C1=CC=NC(=C1)Cl
2.33,NA,NA,-6.89,NA,CCOC(=O)C1=CC=CC=C1
1.98,NA,NA,-6.88,NA,COC(=O)C1=CC=CC=C1
1.16,NA,NA,9.55,0.11,C1=CC=C2C(=C1)NC(=N)N2
2.02,NA,NA,-1.96,-7.45,C1CCN(C1)P(=NC2=C(C=CC=C2N(=O)=O)N(=O)=O)(N3CCCC3)N4CCCC4
3.99,NA,NA,5.88,3.89,C1=CC=C(C=C1)N2CC3CC(C2)CN(C3)C4=CC=CC=C4
0.84,9.82,NA,4.02,-5.97,C1=CC(=CC(=C1)O)N
2.26,10.26,NA,-8.3,NA,C1=C(C=C(C(=C1N(=O)=O)N)N(=O)=O)N(=O)=O
1.25,NA,NA,6.79,2.98,CN(C)C1=CC=C(C=C1)N
0.45,9.16,NA,5.26,-5.36,C1=CC(=CN=C1)O
1.35,4.92,NA,3.76,NA,CN(C)C1=CC=CC(=C1)C(=O)O
1.96,NA,NA,3.3,0.7,C1=CC=NC(=C1)C2=CC=CC=N2
4.32,12.41,NA,2.54,-6.04,C1=CC=C(C=C1)N/N=C\2/C3=CC=CC=C3C=CC2=O
4.81,NA,NA,8.34,-4.92,C1=CC=C(C=C1)NC(=N)N(C2=CC=CC=C2)C3=CC=CC=C3
1.82,4.15,4.98,NA,NA,C(CCCC(=O)O)CCCC(=O)O
1.47,NA,NA,-4.82,-7.29,CCOC=C(C(=O)OCC)C(=O)OCC
4.21,NA,NA,-4.82,-7.3,CCOC=C(C(=O)OCC1=CC=CC=C1)C(=O)OCC2=CC=CC=C2
2.7,4.19,NA,-4.86,-7.61,CC/C(=C(\C(=O)O)/C(=O)OCC1=CC=CC=C1)/OCC
5.49,3.73,4.47,-0.61,NA,C1=CC=C(C=C1)CC(C(=O)O)N=C(O)OCC2C3=CC=CC=C3C4=CC=CC=C24
3.26,2.11,3.9,-0.18,-9.57,C1=CC=C2C(=C1)C3=CC=CC=C3C2COC(=NCC(=O)O)O
0.28,3.92,16.97,-6.93,-9.1,CCOC(=O)C(=CNCC(=O)O)C(=O)OCC
2.5,4.06,17.01,-6.93,-9.11,CCOC(=O)C(=CNC(CC1=CC=CC=C1)C(=O)O)C(=O)OCC
5.37,4.95,NA,NA,NA,CCCCCCCCCCCCCC(=O)O
-0.07,NA,NA,5.75,-4.1,C1=CC(=CN=C1)N
5.35,12.95,NA,2.7,-5.29,CC1=CC=C(C(C)=C1)N/N=C\2/C3=CC=CC=C3C=CC2=O
